pair_ID	resume	jd	score
800	"Automate deployment, configuration, patching, and maintenance of databasesystems and related products"	Proven track record of automating tasks	four
801	"Monitoring capacity, performance and system health of running database systems"	"Experience in analyzing issues holistically, from the application tier through the database, down to the storage"	one
802	Analyzing and proposing improvements for MS SQL Server and DSE	"Experience with performance tuning, backup/recovery, and scalability/capacity planning"	two
803	"Database design and implementation (architecture, high availability, schemaoptimizations)"	"Review, design and develop data models in conjunction with the application development teams."	three
804	"Planning and deployment of high-availability database environments (Always-On, Clustering, Mirroring, Replication)"	"Experience with performance tuning, backup/recovery, and scalability/capacity plannin"	one
805	Advanced database performance tuning and process optimization	Track record of engineering performance and availability solutions.	one
806	"Collaborate with software vendors and other technical staff to develop,design, implement and continuously improve the database system stack"	"Review, design and develop data models in conjunction with the application development teams."	five
807	"Server and database security with hardening standard, including access andservice accounts standard for MS SQL Server and DSE"	Monitor and maintain database security and database software.	three
808	"A backup and recovery strategy for MS SQL Server, DSE, MySQL andMariaDB with EMC NetWorker and DataDomain"	"Experience with performance tuning, backup/recovery, and scalability/capacity planning"	three
809	Maintain and review security for MS SQL	Monitor and maintain database security and database software.	four
810	"Monitoring, maintaining, and reporting of the capacity in SQL Server"	Monitor and maintain database security and database software	five
811	Configure and maintain high availability of data related to the SQL service	Monitor and maintain database security and database software	two
812	"Troubleshooting, performance tuning and diagnosing in SQL Server"	"Excellent troubleshooting and problem-solving abilities and managing databases in large-scale, geographically diverse environments."	three
813	"Installation, configuration, migration, and maintenance of SQL Server"	"Deep knowledge and experience in designing and maintaining relational databases including PostgreSQL, MySQL, Oracle"	two
814	Developing and creation of the automatic job for the archiving process of datafrom Oracle to Microsoft SQL Server	Proven track record of automating tasks	four
815	Maintaining and developing the Veritas NetBackup system that is used to switch the backup on magnetic tape	"Experience with performance tuning, backup/recovery, and scalability/capacity planning"	one
816	"Installation and upgrading database Planning the necessary hardware resources and defining the configurationparameters of the operating system Creation of guidelines, procedures, structures and objects in the database Monitoring and optimization of system performance database Planning and implementation of backup/restore/recovery data Analysis of data in order to maintain data integrity and troubleshooting Managing correlation between the database and applications, control useraccess based"	"Deep knowledge and experience in designing and maintaining relational databases including PostgreSQL, MySQL, Oracle"	three
817	Bachelor of Engineering in IT Technologies	"Bachelor’s degree in Computer Science, Computer or Electrical Engineering, Mathematics, or a related field"	three
818	"I have over thirty years of experience as a Team Leader, ProjectLeader, Systems Engineer, Database Engineer, Senior Analyst andBusiness Analyst"	"Minimum of five year's experience with administering and supporting multiple relational databases for performance critical, highly available systems of PostgreSQL and MYSQL databases on AWS RDS/Aurora platform."	three
819	"I have worked extensively with monitoring and optimizing applications and database performance, and am proficient with PL/SQL, T-SQL, SQL and UNIX"	"Deep knowledge and experience in designing and maintaining relational databases including PostgreSQL, MySQL, Oracle"	three
